investor_id,average_gap_days,status,total_sip_transactions,average_ticket_size
INV004154,46.72727272727273,at-risk,12,14460.583333333334
INV004172,63.0,at-risk,8,11687.0
INV004174,86.6,at-risk,6,31584.833333333332
INV004175,67.85714285714286,at-risk,8,11159.0
INV004177,45.42857142857143,at-risk,8,5488.0
INV004179,71.2,at-risk,6,13594.333333333334
INV004181,93.4,at-risk,6,25293.166666666668
INV004191,77.16666666666667,at-risk,7,6441.428571428572
INV004196,78.33333333333333,at-risk,7,18447.0
INV004199,58.2,at-risk,6,17996.5
INV004202,47.625,at-risk,9,10173.333333333334
INV004203,66.57142857142857,at-risk,8,8798.0
INV004208,73.4,at-risk,6,9500.0
INV004212,69.33333333333333,at-risk,7,18736.571428571428
INV004216,82.0,at-risk,7,9646.0
INV004228,72.33333333333333,at-risk,7,13327.57142857143
INV004232,71.4,at-risk,6,5171.833333333333
INV004239,61.142857142857146,at-risk,8,9860.875
INV004241,53.666666666666664,at-risk,10,10378.8
INV004243,55.714285714285715,at-risk,8,11047.5
INV004246,34.166666666666664,active,7,13919.857142857143
INV004247,87.2,at-risk,6,12008.333333333334
INV004248,42.666666666666664,at-risk,7,15096.142857142857
INV004258,49.666666666666664,at-risk,7,3841.714285714286
INV004266,61.833333333333336,at-risk,7,5112.285714285715
INV004267,53.333333333333336,at-risk,7,10034.142857142857
INV004270,69.66666666666667,at-risk,7,5929.285714285715
INV004271,79.8,at-risk,6,10934.166666666666
INV004279,50.285714285714285,at-risk,8,23249.625
INV004281,41.714285714285715,at-risk,8,18094.875
INV004282,52.857142857142854,at-risk,8,8017.0
INV004285,76.16666666666667,at-risk,7,13244.0
INV004288,72.83333333333333,at-risk,7,8120.142857142857
INV004289,45.9,at-risk,11,3863.7272727272725
INV004293,81.8,at-risk,6,18773.0
INV004295,44.75,at-risk,9,8077.222222222223
INV004296,102.2,at-risk,6,12903.166666666666
INV004297,41.875,at-risk,9,13568.555555555555
INV004299,64.14285714285714,at-risk,8,9918.0
INV004306,57.0,at-risk,7,10579.42857142857
INV004308,84.66666666666667,at-risk,7,11232.285714285714
INV004314,83.0,at-risk,6,18747.5
INV004319,60.5,at-risk,9,13111.222222222223
INV004321,42.0,at-risk,9,12523.444444444445
INV004324,77.66666666666667,at-risk,7,9472.0
INV004326,40.111111111111114,at-risk,10,11326.1
INV004332,64.71428571428571,at-risk,8,2808.0
INV004335,64.42857142857143,at-risk,8,12204.625
INV004338,48.888888888888886,at-risk,10,13450.5
INV004340,67.8,at-risk,6,8155.833333333333
INV004343,63.0,at-risk,6,15510.833333333334
INV004348,52.2,at-risk,6,25210.166666666668
INV004349,72.5,at-risk,7,21152.428571428572
INV004356,30.8,active,6,4562.5
INV004357,72.42857142857143,at-risk,8,6569.375
INV004358,45.857142857142854,at-risk,8,10322.875
INV004361,61.57142857142857,at-risk,8,2988.25
INV004364,80.6,at-risk,6,4893.833333333333
INV004367,81.6,at-risk,6,24023.166666666668
INV004372,59.2,at-risk,6,10627.333333333334
INV004391,57.0,at-risk,6,8014.333333333333
INV004392,90.4,at-risk,6,23366.166666666668
INV004400,46.57142857142857,at-risk,8,23436.25
INV004401,69.85714285714286,at-risk,8,13030.25
INV004403,73.6,at-risk,6,2381.0
INV004410,40.9,at-risk,11,7294.272727272727
INV004411,61.0,at-risk,6,12083.833333333334
INV004412,82.33333333333333,at-risk,7,7484.285714285715
INV004413,69.0,at-risk,8,10780.75
INV004414,53.857142857142854,at-risk,8,12757.75
INV004421,90.8,at-risk,6,12493.0
INV004427,50.8,at-risk,11,11017.545454545454
INV004434,84.6,at-risk,6,13238.666666666666
INV004446,65.8,at-risk,6,9706.0
INV004447,49.833333333333336,at-risk,7,15938.0
INV004450,61.6,at-risk,6,22388.833333333332
INV004451,84.0,at-risk,6,14796.0
INV004452,81.0,at-risk,7,17472.714285714286
INV004454,98.4,at-risk,6,10751.0
INV004455,50.0,at-risk,6,3511.6666666666665
INV004457,81.4,at-risk,6,12749.666666666666
INV004459,53.833333333333336,at-risk,7,10491.142857142857
INV004460,42.5,at-risk,9,2513.4444444444443
INV004463,94.8,at-risk,6,12925.666666666666
INV004464,62.5,at-risk,7,5746.857142857143
INV004468,76.83333333333333,at-risk,7,12073.714285714286
INV004472,50.666666666666664,at-risk,7,4732.285714285715
INV004473,73.33333333333333,at-risk,7,5587.857142857143
INV004475,67.83333333333333,at-risk,7,11717.57142857143
INV004477,58.714285714285715,at-risk,8,4044.875
INV004484,61.6,at-risk,6,9191.5
INV004502,74.5,at-risk,7,9534.57142857143
INV004504,55.142857142857146,at-risk,8,16567.125
INV004511,37.2,at-risk,6,7259.333333333333
INV004517,86.6,at-risk,6,3929.8333333333335
INV004521,54.5,at-risk,7,15194.714285714286
INV004523,87.2,at-risk,6,8386.333333333334
INV004528,54.0,at-risk,7,19815.14285714286
INV004531,60.0,at-risk,8,23169.25
INV004533,55.0,at-risk,7,17934.14285714286
INV004542,34.0,active,7,8556.285714285714
INV004547,67.5,at-risk,7,4435.428571428572
INV004555,53.142857142857146,at-risk,8,13978.0
INV004560,48.375,at-risk,9,9287.888888888889
INV004562,83.8,at-risk,6,3744.3333333333335
INV004563,64.83333333333333,at-risk,7,4528.857142857143
INV004574,54.57142857142857,at-risk,8,9353.875
INV004576,63.0,at-risk,6,3432.5
INV004579,43.857142857142854,at-risk,8,3355.25
INV004581,72.14285714285714,at-risk,8,2764.5
INV004589,71.4,at-risk,6,19063.166666666668
INV004594,59.142857142857146,at-risk,8,10546.25
INV004598,84.2,at-risk,6,9605.0
INV004602,59.625,at-risk,9,11694.888888888889
INV004607,56.0,at-risk,8,6337.375
INV004608,55.0,at-risk,8,6819.75
INV004611,51.166666666666664,at-risk,7,20224.571428571428
INV004614,79.6,at-risk,6,10699.5
INV004617,39.25,at-risk,9,12311.0
INV004621,54.25,at-risk,9,11338.888888888889
INV004625,96.4,at-risk,6,13086.833333333334
INV004629,64.57142857142857,at-risk,8,18287.25
INV004630,50.625,at-risk,9,12306.222222222223
INV004631,64.71428571428571,at-risk,8,8730.75
INV004633,78.16666666666667,at-risk,7,9650.714285714286
INV004635,58.666666666666664,at-risk,7,12274.142857142857
INV004636,75.6,at-risk,6,21715.5
INV004638,54.333333333333336,at-risk,7,8948.142857142857
INV004640,68.33333333333333,at-risk,7,5946.857142857143
INV004641,67.8,at-risk,6,10705.833333333334
INV004642,54.8,at-risk,6,13400.666666666666
INV004643,50.6,at-risk,6,19836.166666666668
INV004646,64.5,at-risk,7,10538.285714285714
INV004647,70.66666666666667,at-risk,7,5628.571428571428
INV004650,80.8,at-risk,6,8806.666666666666
INV004661,69.71428571428571,at-risk,8,9161.625
INV004665,83.4,at-risk,6,4805.5
INV004672,72.0,at-risk,7,13791.57142857143
INV004680,47.166666666666664,at-risk,7,3256.5714285714284
INV004682,42.25,at-risk,9,21019.0
INV004688,77.6,at-risk,6,4187.0
INV004692,83.6,at-risk,6,11435.0
INV004701,20.0,active,7,5822.428571428572
INV004704,93.8,at-risk,6,14348.5
INV004712,48.57142857142857,at-risk,8,14925.25
INV004715,56.833333333333336,at-risk,7,13709.714285714286
INV004716,74.0,at-risk,7,9655.714285714286
INV004737,54.55555555555556,at-risk,10,9602.1
INV004738,93.2,at-risk,6,7851.666666666667
INV004741,72.33333333333333,at-risk,7,10830.142857142857
INV004753,61.4,at-risk,6,9312.333333333334
INV004755,61.166666666666664,at-risk,7,6657.857142857143
INV004761,71.4,at-risk,6,7000.166666666667
INV004763,83.5,at-risk,7,7140.428571428572
INV004764,83.0,at-risk,6,5904.333333333333
INV004770,72.85714285714286,at-risk,8,16737.625
INV004776,57.375,at-risk,9,9022.0
INV004780,69.5,at-risk,7,9966.142857142857
INV004785,66.16666666666667,at-risk,7,7831.285714285715
INV004787,72.33333333333333,at-risk,7,8451.714285714286
INV004798,53.666666666666664,at-risk,7,9084.142857142857
INV004804,79.2,at-risk,6,17513.333333333332
INV004805,44.666666666666664,at-risk,7,12946.42857142857
INV004807,36.857142857142854,at-risk,8,4210.75
INV004813,62.0,at-risk,6,13700.5
INV004819,62.0,at-risk,7,2418.714285714286
INV004825,70.0,at-risk,7,7026.714285714285
INV004833,65.4,at-risk,6,9799.166666666666
INV004834,38.625,at-risk,9,19133.11111111111
INV004840,41.0,at-risk,7,3179.5714285714284
INV004843,50.857142857142854,at-risk,8,9357.0
INV004844,66.66666666666667,at-risk,7,3633.285714285714
INV004845,81.8,at-risk,6,15097.0
INV004847,73.5,at-risk,7,7340.571428571428
INV004848,54.125,at-risk,9,12935.333333333334
INV004860,78.4,at-risk,6,7017.666666666667
INV004863,68.0,at-risk,7,5141.142857142857
INV004864,43.285714285714285,at-risk,8,10682.25
INV004865,76.33333333333333,at-risk,7,14777.142857142857
INV004868,56.0,at-risk,8,15650.875
INV004871,69.14285714285714,at-risk,8,20451.875
INV004877,80.5,at-risk,7,10594.57142857143
INV004889,70.66666666666667,at-risk,7,9326.57142857143
INV004891,55.857142857142854,at-risk,8,15331.25
INV004896,79.4,at-risk,6,20967.666666666668
INV004901,54.6,at-risk,6,24683.333333333332
INV004911,63.666666666666664,at-risk,7,12392.142857142857
INV004913,87.0,at-risk,6,15516.5
INV004916,75.5,at-risk,7,13336.285714285714
INV004917,51.0,at-risk,7,15465.857142857143
INV004924,59.75,at-risk,9,18523.11111111111
INV004925,70.83333333333333,at-risk,7,7339.571428571428
INV004926,66.28571428571429,at-risk,8,11625.125
INV004927,34.166666666666664,active,7,13666.714285714286
INV004947,45.0,at-risk,6,8672.666666666666
INV004953,67.16666666666667,at-risk,7,7283.0
INV004956,59.142857142857146,at-risk,8,6412.125
INV004958,73.16666666666667,at-risk,7,20906.14285714286
INV004959,68.6,at-risk,6,5341.166666666667
INV004967,63.2,at-risk,6,5978.166666666667
INV004973,55.0,at-risk,9,10026.111111111111
INV004974,52.42857142857143,at-risk,8,10895.25
INV004978,63.833333333333336,at-risk,7,12637.57142857143
INV004981,49.142857142857146,at-risk,8,6639.625
INV004983,57.666666666666664,at-risk,7,24659.428571428572
INV004984,75.33333333333333,at-risk,7,13471.57142857143
INV004986,81.33333333333333,at-risk,7,9774.57142857143
INV004992,81.5,at-risk,7,10180.0
INV004996,46.333333333333336,at-risk,10,8491.2
INV004997,71.0,at-risk,7,18335.14285714286
